Index,Date,Cycle_Draw,Week_Of_Year,Day_Of_Week,Day_Name,Month,Month_Name,Year,Lunar_Illumination,Lunar_Phase,Lunar_Phase_Name,Days_Since_First,N1,N2,N3,N4,N5,E1,E2
482,2008-09-22,241,39,0,Lundi,9,September,2008,0.5255,6,Dernier Quartier,1683,2,8,32,35,44,8,11
483,2008-09-26,242,39,4,Vendredi,9,September,2008,0.1238,7,Dernier Croissant,1687,2,21,37,38,50,7,8
484,2008-09-29,242,40,0,Lundi,9,September,2008,0.0023,7,Dernier Croissant,1690,4,21,34,40,47,2,5
485,2008-10-03,243,40,4,Vendredi,10,October,2008,0.1315,0,Nouvelle Lune,1694,24,27,28,29,42,4,8
486,2008-10-06,243,41,0,Lundi,10,October,2008,0.3721,1,Premier Croissant,1697,10,12,37,49,50,3,8
487,2008-10-10,244,41,4,Vendredi,10,October,2008,0.7463,2,Premier Quartier,1701,2,26,29,36,49,3,9
488,2008-10-13,244,42,0,Lundi,10,October,2008,0.9558,3,Gibbeuse Croissante,1704,3,9,35,43,44,1,10
489,2008-10-17,245,42,4,Vendredi,10,October,2008,0.9334,4,Pleine Lune,1708,23,25,32,35,47,2,6
490,2008-10-20,245,43,0,Lundi,10,October,2008,0.6686,5,Gibbeuse Décroissante,1711,4,6,9,11,44,10,11
491,2008-10-24,246,43,4,Vendredi,10,October,2008,0.2401,6,Dernier Quartier,1715,1,16,21,32,33,11,12
492,2008-10-27,246,44,0,Lundi,10,October,2008,0.04,7,Dernier Croissant,1718,4,5,39,46,48,7,10
493,2008-10-31,247,44,4,Vendredi,10,October,2008,0.0406,0,Nouvelle Lune,1722,2,19,24,26,49,6,7
494,2008-11-03,247,45,0,Lundi,11,November,2008,0.2169,1,Premier Croissant,1725,6,12,22,29,33,6,11
495,2008-11-07,248,45,4,Vendredi,11,November,2008,0.5832,2,Premier Quartier,1729,9,18,30,39,45,1,3
496,2008-11-10,248,46,0,Lundi,11,November,2008,0.8583,3,Gibbeuse Croissante,1732,4,12,25,46,48,7,12
497,2008-11-14,249,46,4,Vendredi,11,November,2008,0.9901,4,Pleine Lune,1736,5,9,25,29,30,6,7
498,2008-11-17,249,47,0,Lundi,11,November,2008,0.8063,5,Gibbeuse Décroissante,1739,7,23,30,32,36,8,12
499,2008-11-21,250,47,4,Vendredi,11,November,2008,0.3842,6,Dernier Quartier,1743,5,10,24,31,37,9,10
500,2008-11-24,250,48,0,Lundi,11,November,2008,0.1261,7,Dernier Croissant,1746,12,19,37,44,45,2,6
501,2008-11-28,251,48,4,Vendredi,11,November,2008,0.0023,0,Nouvelle Lune,1750,18,20,35,38,48,9,12
502,2008-12-01,251,49,0,Lundi,12,December,2008,0.0946,0,Nouvelle Lune,1753,1,5,27,36,42,1,6
503,2008-12-05,252,49,4,Vendredi,12,December,2008,0.4117,1,Premier Croissant,1757,5,7,25,37,40,2,8
504,2008-12-08,252,50,0,Lundi,12,December,2008,0.7171,2,Premier Quartier,1760,8,16,42,44,47,6,7
505,2008-12-12,253,50,4,Vendredi,12,December,2008,0.9911,3,Gibbeuse Croissante,1764,25,27,31,35,43,5,6
506,2008-12-15,253,51,0,Lundi,12,December,2008,0.9211,4,Pleine Lune,1767,4,10,27,38,40,3,11
507,2008-12-19,254,51,4,Vendredi,12,December,2008,0.5471,5,Gibbeuse Décroissante,1771,2,10,18,34,35,6,9
508,2008-12-22,254,52,0,Lundi,12,December,2008,0.2543,6,Dernier Quartier,1774,18,23,37,41,42,4,6
509,2008-12-26,255,52,4,Vendredi,12,December,2008,0.0216,7,Dernier Croissant,1778,12,34,37,38,42,1,3
510,2008-12-29,255,1,0,Lundi,12,December,2008,0.0198,0,Nouvelle Lune,1781,16,28,32,44,48,1,9
511,2009-01-02,256,1,4,Vendredi,1,January,2009,0.2543,1,Premier Croissant,1785,7,32,39,40,45,3,8
512,2009-01-05,256,2,0,Lundi,1,January,2009,0.5554,2,Premier Quartier,1788,16,21,27,30,32,3,5
513,2009-01-09,257,2,4,Vendredi,1,January,2009,0.9307,3,Gibbeuse Croissante,1792,2,10,16,42,50,4,11
514,2009-01-12,257,3,0,Lundi,1,January,2009,0.989,4,Pleine Lune,1795,2,3,13,17,21,7,8
515,2009-01-16,258,3,4,Vendredi,1,January,2009,0.713,5,Gibbeuse Décroissante,1799,9,13,21,29,35,1,2
516,2009-01-19,258,4,0,Lundi,1,January,2009,0.4142,6,Dernier Quartier,1802,6,9,13,24,41,3,12
517,2009-01-23,259,4,4,Vendredi,1,January,2009,0.0978,7,Dernier Croissant,1806,1,4,21,24,46,2,12
518,2009-01-26,259,5,0,Lundi,1,January,2009,0.001,7,Dernier Croissant,1809,14,20,27,34,38,1,11
519,2009-01-30,260,5,4,Vendredi,1,January,2009,0.1272,0,Nouvelle Lune,1813,14,20,29,47,49,4,12
520,2009-02-02,260,6,0,Lundi,2,February,2009,0.3958,1,Premier Croissant,1816,2,5,8,14,16,8,9
521,2009-02-06,261,6,4,Vendredi,2,February,2009,0.8226,2,Premier Quartier,1820,25,33,38,42,50,8,12
522,2009-02-09,261,7,0,Lundi,2,February,2009,0.9946,3,Gibbeuse Croissante,1823,28,29,39,48,50,5,7
523,2009-02-13,262,7,4,Vendredi,2,February,2009,0.8571,4,Pleine Lune,1827,16,19,25,30,44,2,6
524,2009-02-16,262,8,0,Lundi,2,February,2009,0.5885,5,Gibbeuse Décroissante,1830,1,5,17,28,31,1,10
525,2009-02-20,263,8,4,Vendredi,2,February,2009,0.2237,6,Dernier Quartier,1834,3,19,29,32,38,5,12
526,2009-02-23,263,9,0,Lundi,2,February,2009,0.0417,7,Dernier Croissant,1837,7,12,37,40,50,1,2
527,2009-02-27,264,9,4,Vendredi,2,February,2009,0.0408,0,Nouvelle Lune,1841,5,7,18,20,30,6,7
528,2009-03-02,264,10,0,Lundi,3,March,2009,0.2524,1,Premier Croissant,1844,12,16,20,21,28,3,9
529,2009-03-06,265,10,4,Vendredi,3,March,2009,0.689,2,Premier Quartier,1848,13,15,28,32,44,3,12
530,2009-03-09,265,11,0,Lundi,3,March,2009,0.9423,3,Gibbeuse Croissante,1851,10,15,19,21,23,3,12
531,2009-03-13,266,11,4,Vendredi,3,March,2009,0.9553,4,Pleine Lune,1855,5,6,15,37,42,3,4
532,2009-03-16,266,12,0,Lundi,3,March,2009,0.7526,5,Gibbeuse Décroissante,1858,15,33,38,40,50,3,6
533,2009-03-20,267,12,4,Vendredi,3,March,2009,0.3836,6,Dernier Quartier,1862,5,14,38,41,46,1,10
534,2009-03-23,267,13,0,Lundi,3,March,2009,0.1375,7,Dernier Croissant,1865,11,15,35,41,50,5,8
535,2009-03-27,268,13,4,Vendredi,3,March,2009,0.0028,0,Nouvelle Lune,1869,4,21,36,41,47,9,11
536,2009-03-30,268,14,0,Lundi,3,March,2009,0.1338,0,Nouvelle Lune,1872,6,12,15,40,45,3,9
537,2009-04-03,269,14,4,Vendredi,4,April,2009,0.5462,1,Premier Croissant,1876,4,14,16,41,44,11,12
538,2009-04-06,269,15,0,Lundi,4,April,2009,0.8492,2,Premier Quartier,1879,19,23,34,37,45,1,7
539,2009-04-10,270,15,4,Vendredi,4,April,2009,0.9966,3,Gibbeuse Croissante,1883,16,25,28,39,40,1,6
540,2009-04-13,270,16,0,Lundi,4,April,2009,0.8831,4,Pleine Lune,1886,2,10,19,25,45,1,7
541,2009-04-17,271,16,4,Vendredi,4,April,2009,0.5549,5,Gibbeuse Décroissante,1890,16,20,25,30,38,6,8
542,2009-04-20,271,17,0,Lundi,4,April,2009,0.275,6,Dernier Quartier,1893,34,38,42,43,45,9,12
543,2009-04-24,272,17,4,Vendredi,4,April,2009,0.0185,7,Dernier Croissant,1897,2,9,31,35,41,9,12
544,2009-04-27,272,18,0,Lundi,4,April,2009,0.0481,0,Nouvelle Lune,1900,6,22,29,40,43,4,7
545,2009-05-01,273,18,4,Vendredi,5,May,2009,0.4031,1,Premier Croissant,1904,4,8,10,33,46,8,11
546,2009-05-04,273,19,0,Lundi,5,May,2009,0.7304,2,Premier Quartier,1907,7,12,16,17,31,7,9
547,2009-05-08,274,19,4,Vendredi,5,May,2009,0.984,3,Gibbeuse Croissante,1911,7,18,30,37,39,8,10
548,2009-05-11,274,20,0,Lundi,5,May,2009,0.9662,4,Pleine Lune,1914,10,15,35,44,50,3,5
549,2009-05-15,275,20,4,Vendredi,5,May,2009,0.7148,5,Gibbeuse Décroissante,1918,6,12,17,34,42,5,12
550,2009-05-18,275,21,0,Lundi,5,May,2009,0.4339,6,Dernier Quartier,1921,9,10,19,42,49,4,12
551,2009-05-22,276,21,4,Vendredi,5,May,2009,0.0864,7,Dernier Croissant,1925,8,13,14,42,50,3,9
552,2009-05-25,276,22,0,Lundi,5,May,2009,0.0048,0,Nouvelle Lune,1928,5,20,21,36,41,6,11
553,2009-05-29,277,22,4,Vendredi,5,May,2009,0.2664,1,Premier Croissant,1932,1,2,5,15,42,5,8
554,2009-06-01,277,23,0,Lundi,6,June,2009,0.595,2,Premier Quartier,1935,21,24,30,46,49,2,5
555,2009-06-05,278,23,4,Vendredi,6,June,2009,0.9264,3,Gibbeuse Croissante,1939,9,13,15,17,34,2,7
556,2009-06-08,278,24,0,Lundi,6,June,2009,0.9986,3,Gibbeuse Croissante,1942,8,9,27,28,50,4,12
557,2009-06-12,279,24,4,Vendredi,6,June,2009,0.8464,5,Gibbeuse Décroissante,1946,14,15,24,29,42,2,4
558,2009-06-15,279,25,0,Lundi,6,June,2009,0.5935,5,Gibbeuse Décroissante,1949,7,15,27,41,43,7,9
559,2009-06-19,280,25,4,Vendredi,6,June,2009,0.1964,6,Dernier Quartier,1953,11,22,30,37,47,9,10
560,2009-06-22,280,26,0,Lundi,6,June,2009,0.0111,7,Dernier Croissant,1956,15,17,23,30,38,2,7
561,2009-06-26,281,26,4,Vendredi,6,June,2009,0.1454,0,Nouvelle Lune,1960,12,16,23,33,41,8,10
562,2009-06-29,281,27,0,Lundi,6,June,2009,0.4495,1,Premier Croissant,1963,4,16,27,37,39,3,6
563,2009-07-03,282,27,4,Vendredi,7,July,2009,0.8311,2,Premier Quartier,1967,1,6,11,28,42,2,10
564,2009-07-06,282,28,0,Lundi,7,July,2009,0.9822,3,Gibbeuse Croissante,1970,1,10,12,21,26,5,11
565,2009-07-10,283,28,4,Vendredi,7,July,2009,0.9403,4,Pleine Lune,1974,2,12,19,46,49,1,8
566,2009-07-13,283,29,0,Lundi,7,July,2009,0.7378,5,Gibbeuse Décroissante,1977,5,14,19,24,43,3,11
567,2009-07-17,284,29,4,Vendredi,7,July,2009,0.3322,6,Dernier Quartier,1981,4,9,11,17,39,2,10
568,2009-07-20,284,30,0,Lundi,7,July,2009,0.0671,7,Dernier Croissant,1984,2,24,39,45,46,4,8
569,2009-07-24,285,30,4,Vendredi,7,July,2009,0.0538,0,Nouvelle Lune,1988,5,15,27,36,46,2,8
570,2009-07-27,285,31,0,Lundi,7,July,2009,0.3027,1,Premier Croissant,1991,5,11,17,24,37,3,6
571,2009-07-31,286,31,4,Vendredi,7,July,2009,0.7038,2,Premier Quartier,1995,10,12,22,26,49,7,11
572,2009-08-03,286,32,0,Lundi,8,August,2009,0.9194,3,Gibbeuse Croissante,1998,4,8,11,19,46,4,8
573,2009-08-07,287,32,4,Vendredi,8,August,2009,0.9912,4,Pleine Lune,2002,4,9,14,21,27,4,6
574,2009-08-10,287,33,0,Lundi,8,August,2009,0.857,5,Gibbeuse Décroissante,2005,3,18,22,27,32,2,7
575,2009-08-14,288,33,4,Vendredi,8,August,2009,0.4781,6,Dernier Quartier,2009,5,25,32,37,43,6,7
576,2009-08-17,288,34,0,Lundi,8,August,2009,0.1643,7,Dernier Croissant,2012,11,23,32,34,39,1,6
577,2009-08-21,289,34,4,Vendredi,8,August,2009,0.0057,0,Nouvelle Lune,2016,9,16,29,37,39,4,11
578,2009-08-24,289,35,0,Lundi,8,August,2009,0.1685,0,Nouvelle Lune,2019,8,25,32,33,38,7,9
579,2009-08-28,290,35,4,Vendredi,8,August,2009,0.5514,2,Premier Quartier,2023,2,10,22,27,41,2,3
580,2009-08-31,290,36,0,Lundi,8,August,2009,0.8129,2,Premier Quartier,2026,19,20,38,45,47,2,6
581,2009-09-04,291,36,4,Vendredi,9,September,2009,0.9951,3,Gibbeuse Croissante,2030,15,23,26,28,32,1,5
582,2009-09-07,291,37,0,Lundi,9,September,2009,0.9442,4,Pleine Lune,2033,1,5,19,21,28,4,7
583,2009-09-11,292,37,4,Vendredi,9,September,2009,0.6221,5,Gibbeuse Décroissante,2037,10,11,14,23,28,6,8
584,2009-09-14,292,38,0,Lundi,9,September,2009,0.2893,6,Dernier Quartier,2040,16,28,32,37,45,1,11
585,2009-09-18,293,38,4,Vendredi,9,September,2009,0.0095,7,Dernier Croissant,2044,6,29,34,35,40,4,11
586,2009-09-21,293,39,0,Lundi,9,September,2009,0.065,0,Nouvelle Lune,2047,3,10,17,33,39,1,4
587,2009-09-25,294,39,4,Vendredi,9,September,2009,0.3863,1,Premier Croissant,2051,4,5,14,33,48,7,12
588,2009-09-28,294,40,0,Lundi,9,September,2009,0.6682,2,Premier Quartier,2054,16,19,34,46,50,2,6
589,2009-10-02,295,40,4,Vendredi,10,October,2009,0.9473,3,Gibbeuse Croissante,2058,12,17,24,30,36,1,9
590,2009-10-05,295,41,0,Lundi,10,October,2009,0.9921,4,Pleine Lune,2061,11,14,27,41,46,2,3
591,2009-10-09,296,41,4,Vendredi,10,October,2009,0.7564,5,Gibbeuse Décroissante,2065,7,12,26,30,33,10,11
592,2009-10-12,296,42,0,Lundi,10,October,2009,0.4297,6,Dernier Quartier,2068,3,9,20,34,40,6,12
593,2009-10-16,297,42,4,Vendredi,10,October,2009,0.0639,7,Dernier Croissant,2072,5,7,8,16,20,2,12
594,2009-10-19,297,43,0,Lundi,10,October,2009,0.009,0,Nouvelle Lune,2075,3,11,21,27,36,9,10
595,2009-10-23,298,43,4,Vendredi,10,October,2009,0.2281,1,Premier Croissant,2079,11,23,30,37,43,5,12
596,2009-10-26,298,44,0,Lundi,10,October,2009,0.4984,2,Premier Quartier,2082,15,38,43,45,46,1,11
597,2009-10-30,299,44,4,Vendredi,10,October,2009,0.8462,3,Gibbeuse Croissante,2086,4,14,27,44,45,1,10
598,2009-11-02,299,45,0,Lundi,11,November,2009,0.9904,4,Pleine Lune,2089,8,11,20,22,23,3,4
599,2009-11-06,300,45,4,Vendredi,11,November,2009,0.8735,5,Gibbeuse Décroissante,2093,1,4,18,27,42,4,6
600,2009-11-09,300,46,0,Lundi,11,November,2009,0.5768,5,Gibbeuse Décroissante,2096,7,23,30,32,45,5,9
601,2009-11-13,301,46,4,Vendredi,11,November,2009,0.1605,6,Dernier Quartier,2100,11,32,34,38,47,2,10
602,2009-11-16,301,47,0,Lundi,11,November,2009,0.0088,7,Dernier Croissant,2103,5,20,35,41,49,6,10
603,2009-11-20,302,47,4,Vendredi,11,November,2009,0.1,0,Nouvelle Lune,2107,24,26,32,43,46,6,10
604,2009-11-23,302,48,0,Lundi,11,November,2009,0.3252,1,Premier Croissant,2110,9,15,17,25,40,3,9
605,2009-11-27,303,48,4,Vendredi,11,November,2009,0.6995,2,Premier Quartier,2114,21,23,33,35,47,6,7
606,2009-11-30,303,49,0,Lundi,11,November,2009,0.9304,3,Gibbeuse Croissante,2117,13,18,20,23,30,2,4
607,2009-12-04,304,49,4,Vendredi,12,December,2009,0.9606,4,Pleine Lune,2121,1,19,27,31,38,4,5
608,2009-12-07,304,50,0,Lundi,12,December,2009,0.7229,5,Gibbeuse Décroissante,2124,3,4,6,9,24,5,8
609,2009-12-11,305,50,4,Vendredi,12,December,2009,0.2894,6,Dernier Quartier,2128,10,11,24,36,46,3,5
610,2009-12-14,305,51,0,Lundi,12,December,2009,0.063,7,Dernier Croissant,2131,8,19,20,29,44,3,8
611,2009-12-18,306,51,4,Vendredi,12,December,2009,0.021,0,Nouvelle Lune,2135,21,25,29,39,44,8,9
612,2009-12-21,306,52,0,Lundi,12,December,2009,0.1737,1,Premier Croissant,2138,6,17,32,44,46,2,6
613,2009-12-25,307,52,4,Vendredi,12,December,2009,0.5276,2,Premier Quartier,2142,5,8,12,37,43,6,11
614,2009-12-28,307,53,0,Lundi,12,December,2009,0.8144,3,Gibbeuse Croissante,2145,5,15,20,36,47,8,12
615,2010-01-01,308,53,4,Vendredi,1,January,2010,0.9994,4,Pleine Lune,2149,26,31,33,41,48,2,4
616,2010-01-04,308,1,0,Lundi,1,January,2010,0.8553,5,Gibbeuse Décroissante,2152,1,7,22,26,35,5,10
617,2010-01-08,309,1,4,Vendredi,1,January,2010,0.4415,6,Dernier Quartier,2156,3,11,13,14,47,3,6
618,2010-01-11,309,2,0,Lundi,1,January,2010,0.1644,6,Dernier Quartier,2159,8,24,30,32,34,3,4
619,2010-01-15,310,2,4,Vendredi,1,January,2010,0.0008,7,Dernier Croissant,2163,1,7,12,25,49,6,9
620,2010-01-18,310,3,0,Lundi,1,January,2010,0.0642,0,Nouvelle Lune,2166,9,16,18,23,32,2,10
621,2010-01-22,311,3,4,Vendredi,1,January,2010,0.3569,1,Premier Croissant,2170,2,10,19,21,47,2,8
622,2010-01-25,311,4,0,Lundi,1,January,2010,0.6616,2,Premier Quartier,2173,1,3,27,39,46,1,10
623,2010-01-29,312,4,4,Vendredi,1,January,2010,0.9759,3,Gibbeuse Croissante,2177,18,31,32,38,48,4,12
624,2010-02-01,312,5,0,Lundi,2,February,2010,0.9536,4,Pleine Lune,2180,3,7,12,42,50,6,8
625,2010-02-05,313,5,4,Vendredi,2,February,2010,0.6055,5,Gibbeuse Décroissante,2184,2,3,15,19,34,5,8
626,2010-02-08,313,6,0,Lundi,2,February,2010,0.3035,6,Dernier Quartier,2187,3,21,32,34,48,3,11
627,2010-02-12,314,6,4,Vendredi,2,February,2010,0.0395,7,Dernier Croissant,2191,8,10,15,30,42,4,6
628,2010-02-15,314,7,0,Lundi,2,February,2010,0.008,0,Nouvelle Lune,2194,3,13,20,32,34,4,11
629,2010-02-19,315,7,4,Vendredi,2,February,2010,0.2087,1,Premier Croissant,2198,1,21,23,25,39,2,4
630,2010-02-22,315,8,0,Lundi,2,February,2010,0.4982,2,Premier Quartier,2201,8,17,20,23,45,2,8
631,2010-02-26,316,8,4,Vendredi,2,February,2010,0.8945,3,Gibbeuse Croissante,2205,9,14,25,33,48,2,12
632,2010-03-01,316,9,0,Lundi,3,March,2010,0.9973,4,Pleine Lune,2208,2,20,39,44,48,5,7
633,2010-03-05,317,9,4,Vendredi,3,March,2010,0.7632,5,Gibbeuse Décroissante,2212,16,18,28,42,49,5,10
634,2010-03-08,317,10,0,Lundi,3,March,2010,0.467,5,Gibbeuse Décroissante,2215,34,37,39,40,50,4,10
635,2010-03-12,318,10,4,Vendredi,3,March,2010,0.1311,7,Dernier Croissant,2219,2,5,32,33,47,7,8
636,2010-03-15,318,11,0,Lundi,3,March,2010,0.0085,7,Dernier Croissant,2222,8,18,22,41,42,11,12
637,2010-03-19,319,11,4,Vendredi,3,March,2010,0.0958,0,Nouvelle Lune,2226,3,28,31,32,34,4,5
638,2010-03-22,319,12,0,Lundi,3,March,2010,0.3444,1,Premier Croissant,2229,2,14,19,42,45,5,6
639,2010-03-26,320,12,4,Vendredi,3,March,2010,0.776,2,Premier Quartier,2233,7,10,15,44,49,3,12
640,2010-03-29,320,13,0,Lundi,3,March,2010,0.981,3,Gibbeuse Croissante,2236,6,9,35,41,44,6,9
641,2010-04-02,321,13,4,Vendredi,4,April,2010,0.8914,4,Pleine Lune,2240,2,11,18,40,46,1,4
642,2010-04-05,321,14,0,Lundi,4,April,2010,0.6362,5,Gibbeuse Décroissante,2243,24,37,41,43,46,2,8
643,2010-04-09,322,14,4,Vendredi,4,April,2010,0.2646,6,Dernier Quartier,2247,2,33,42,47,48,1,2
644,2010-04-12,322,15,0,Lundi,4,April,2010,0.0639,7,Dernier Croissant,2250,8,21,25,38,50,4,8
645,2010-04-16,323,15,4,Vendredi,4,April,2010,0.0249,0,Nouvelle Lune,2254,22,37,43,44,45,1,12
646,2010-04-19,323,16,0,Lundi,4,April,2010,0.2111,1,Premier Croissant,2257,1,12,27,42,47,6,7
647,2010-04-23,324,16,4,Vendredi,4,April,2010,0.6412,2,Premier Quartier,2261,3,22,25,30,49,3,6
648,2010-04-26,324,17,0,Lundi,4,April,2010,0.9161,3,Gibbeuse Croissante,2264,10,13,22,40,48,2,5
649,2010-04-30,325,17,4,Vendredi,4,April,2010,0.972,4,Pleine Lune,2268,7,11,38,39,44,7,10
650,2010-05-03,325,18,0,Lundi,5,May,2010,0.7889,5,Gibbeuse Décroissante,2271,25,27,45,46,49,4,6
651,2010-05-07,326,18,4,Vendredi,5,May,2010,0.4238,6,Dernier Quartier,2275,8,26,35,43,47,1,9
652,2010-05-10,326,19,0,Lundi,5,May,2010,0.1672,6,Dernier Quartier,2278,4,17,35,42,45,2,8
653,2010-05-14,327,19,4,Vendredi,5,May,2010,0.0012,7,Dernier Croissant,2282,20,22,23,24,37,1,4
654,2010-05-17,327,20,0,Lundi,5,May,2010,0.1045,0,Nouvelle Lune,2285,9,10,27,37,42,1,5
655,2010-05-21,328,20,4,Vendredi,5,May,2010,0.5026,1,Premier Croissant,2289,13,29,31,33,40,2,3
656,2010-05-24,328,21,0,Lundi,5,May,2010,0.8186,2,Premier Quartier,2292,2,14,35,41,42,10,11
657,2010-05-28,329,21,4,Vendredi,5,May,2010,0.9993,3,Gibbeuse Croissante,2296,12,13,29,36,38,4,12
658,2010-05-31,329,22,0,Lundi,5,May,2010,0.9062,4,Pleine Lune,2299,13,22,33,44,50,2,5
659,2010-06-04,330,22,4,Vendredi,6,June,2010,0.5889,5,Gibbeuse Décroissante,2303,15,20,23,27,40,3,6
660,2010-06-07,330,23,0,Lundi,6,June,2010,0.3059,6,Dernier Quartier,2306,2,5,27,37,42,3,10
661,2010-06-11,331,23,4,Vendredi,6,June,2010,0.0281,7,Dernier Croissant,2310,1,14,19,23,38,3,7
662,2010-06-14,331,24,0,Lundi,6,June,2010,0.0314,0,Nouvelle Lune,2313,13,14,17,26,28,2,7
663,2010-06-18,332,24,4,Vendredi,6,June,2010,0.366,1,Premier Croissant,2317,3,5,13,18,39,7,8
664,2010-06-21,332,25,0,Lundi,6,June,2010,0.6995,2,Premier Quartier,2320,2,31,39,45,47,4,8
665,2010-06-25,333,25,4,Vendredi,6,June,2010,0.9772,3,Gibbeuse Croissante,2324,7,29,32,36,41,6,7
666,2010-06-28,333,26,0,Lundi,6,June,2010,0.9775,4,Pleine Lune,2327,2,9,20,34,42,6,9
667,2010-07-02,334,26,4,Vendredi,7,July,2010,0.7408,5,Gibbeuse Décroissante,2331,11,19,29,44,45,8,12
668,2010-07-05,334,27,0,Lundi,7,July,2010,0.4629,6,Dernier Quartier,2334,1,3,16,33,49,2,11
669,2010-07-09,335,27,4,Vendredi,7,July,2010,0.1046,7,Dernier Croissant,2338,6,26,27,34,46,1,9
670,2010-07-12,335,28,0,Lundi,7,July,2010,0.0005,0,Nouvelle Lune,2341,5,8,9,25,39,3,7
671,2010-07-16,336,28,4,Vendredi,7,July,2010,0.2364,1,Premier Croissant,2345,12,24,37,40,44,3,7
672,2010-07-19,336,29,0,Lundi,7,July,2010,0.5647,1,Premier Croissant,2348,1,13,30,31,39,2,7
673,2010-07-23,337,29,4,Vendredi,7,July,2010,0.912,3,Gibbeuse Croissante,2352,25,27,39,42,46,11,12
674,2010-07-26,337,30,0,Lundi,7,July,2010,0.9997,3,Gibbeuse Croissante,2355,1,4,16,20,34,2,5
675,2010-07-30,338,30,4,Vendredi,7,July,2010,0.865,4,Pleine Lune,2359,9,31,32,39,41,2,8
676,2010-08-02,338,31,0,Lundi,8,August,2010,0.6204,5,Gibbeuse Décroissante,2362,1,23,24,26,35,1,11
677,2010-08-06,339,31,4,Vendredi,8,August,2010,0.2222,6,Dernier Quartier,2366,7,19,20,28,29,1,5
678,2010-08-09,339,32,0,Lundi,8,August,2010,0.0195,7,Dernier Croissant,2369,5,16,23,30,49,6,7
679,2010-08-13,340,32,4,Vendredi,8,August,2010,0.1226,0,Nouvelle Lune,2373,32,33,34,39,47,8,12
680,2010-08-16,340,33,0,Lundi,8,August,2010,0.419,1,Premier Croissant,2376,16,28,42,43,45,6,7
681,2010-08-20,341,33,4,Vendredi,8,August,2010,0.8092,2,Premier Quartier,2380,10,14,17,25,50,2,10
682,2010-08-23,341,34,0,Lundi,8,August,2010,0.9734,3,Gibbeuse Croissante,2383,1,4,27,45,48,1,7
683,2010-08-27,342,34,4,Vendredi,8,August,2010,0.9518,4,Pleine Lune,2387,7,20,26,32,47,2,11
684,2010-08-30,342,35,0,Lundi,8,August,2010,0.7631,5,Gibbeuse Décroissante,2390,2,9,20,27,43,5,6
685,2010-09-03,343,35,4,Vendredi,9,September,2010,0.3659,6,Dernier Quartier,2394,5,12,20,26,48,2,11
686,2010-09-06,343,36,0,Lundi,9,September,2010,0.0891,7,Dernier Croissant,2397,14,33,35,47,50,9,11
687,2010-09-10,344,36,4,Vendredi,9,September,2010,0.0392,0,Nouvelle Lune,2401,18,23,27,42,44,2,7
688,2010-09-13,344,37,0,Lundi,9,September,2010,0.2713,1,Premier Croissant,2404,7,8,32,41,49,5,11
689,2010-09-17,345,37,4,Vendredi,9,September,2010,0.673,2,Premier Quartier,2408,1,8,15,44,49,2,11
690,2010-09-20,345,38,0,Lundi,9,September,2010,0.8995,3,Gibbeuse Croissante,2411,1,28,35,36,46,6,9
691,2010-09-24,346,38,4,Vendredi,9,September,2010,0.9947,4,Pleine Lune,2415,18,21,29,38,41,1,11
692,2010-09-27,346,39,0,Lundi,9,September,2010,0.8801,5,Gibbeuse Décroissante,2418,1,7,10,29,45,3,5
693,2010-10-01,347,39,4,Vendredi,10,October,2010,0.5189,6,Dernier Quartier,2422,2,9,16,26,36,6,7
694,2010-10-04,347,40,0,Lundi,10,October,2010,0.2,6,Dernier Quartier,2425,13,23,26,32,47,6,10
695,2010-10-08,348,40,4,Vendredi,10,October,2010,0.0026,0,Nouvelle Lune,2429,12,19,23,43,47,2,6
696,2010-10-11,348,41,0,Lundi,10,October,2010,0.1383,0,Nouvelle Lune,2432,4,17,26,30,43,6,11
697,2010-10-15,349,41,4,Vendredi,10,October,2010,0.5115,1,Premier Croissant,2436,1,6,9,34,47,7,12
698,2010-10-18,349,42,0,Lundi,10,October,2010,0.7803,2,Premier Quartier,2439,3,15,24,42,46,9,12
699,2010-10-22,350,42,4,Vendredi,10,October,2010,0.9872,3,Gibbeuse Croissante,2443,5,7,13,19,31,2,9
700,2010-10-25,350,43,0,Lundi,10,October,2010,0.9621,4,Pleine Lune,2446,17,18,19,24,40,4,8
701,2010-10-29,351,43,4,Vendredi,10,October,2010,0.6677,5,Gibbeuse Décroissante,2450,6,10,16,39,46,8,11
702,2010-11-01,351,44,0,Lundi,11,November,2010,0.3368,6,Dernier Quartier,2453,6,9,19,26,31,11,12
703,2010-11-05,352,44,4,Vendredi,11,November,2010,0.0218,7,Dernier Croissant,2457,3,15,29,35,47,3,4
704,2010-11-08,352,45,0,Lundi,11,November,2010,0.042,0,Nouvelle Lune,2460,3,27,29,33,50,3,7
705,2010-11-12,353,45,4,Vendredi,11,November,2010,0.3405,1,Premier Croissant,2464,1,8,18,19,39,7,9
706,2010-11-15,353,46,0,Lundi,11,November,2010,0.6235,2,Premier Quartier,2467,15,27,34,38,49,2,10
707,2010-11-19,354,46,4,Vendredi,11,November,2010,0.9241,3,Gibbeuse Croissante,2471,6,34,36,41,50,1,5
708,2010-11-22,354,47,0,Lundi,11,November,2010,0.9987,4,Pleine Lune,2474,11,12,13,39,46,7,10
